theta,item,info,a,b,c
-4.8,IRPM.318,1.2951079656951486e-7,1.95364,-0.1034,0.24
-4.8,IRPM.325,1.2796791236190186e-7,2.00379,-0.2053,0.24
-4.8,IRPM.102,1.2049114527363935e-7,1.85368,0.141,0.24
-4.8,IRPM.154,1.2567040513415927e-7,2.05428,-0.3017,0.24
-4.8,IRPM.21,1.1923809714154538e-7,1.94497,-0.0635,0.24
-4.8,IRPM.162,1.2100422375078195e-7,1.9992,-0.1819,0.24
-4.8,IRPM.46,1.351891132526326e-7,2.27868,-0.7152,0.24
-4.8,IRPM.140,1.2602378137069202e-7,2.13265,-0.4501,0.24
-4.8,IRPM.331,1.1221056862305854e-7,1.86694,0.1288,0.24
-4.8,IRPM.195,1.0657981883926859e-7,1.77973,0.3579,0.24
-4.8,IRPM.406,1.2580012569621312e-7,2.19487,-0.5599,0.24
-4.8,IRPM.440,1.1048178914322689e-7,1.89924,0.0581,0.24
-4.8,IRPM.335,1.1368092859831545e-7,2.0026,-0.1733,0.24
-4.8,IRPM.250,1.0943441471750137e-7,1.97183,-0.0993,0.24
-4.8,IRPM.199,1.1815706301661931e-7,2.17447,-0.51,0.24
-4.8,IRPM.334,1.0229950387785047e-7,1.8343,0.2321,0.24
-4.8,IRPM.22,1.0285195719697937e-7,1.89499,0.0867,0.24
-4.8,IRPM.413,1.1020606692785416e-7,2.08403,-0.3275,0.24
-4.8,IRPM.233,1.1182141433169617e-7,2.18195,-0.5105,0.24
-4.8,IRPM.26,1.0423039654346025e-7,2.09185,-0.3291,0.24
-4.8,IRPM.424,1.0260343842812961e-7,2.0825,-0.3074,0.24
-4.8,IRPM.346,1.0457331067673326e-7,2.14234,-0.4241,0.24
-4.8,IRPM.82,1.1061030728222628e-7,2.36657,-0.8085,0.24
-4.8,IRPM.476,9.971407397528887e-8,2.11871,-0.3693,0.24
-4.8,IRPM.245,1.0244256742080415e-7,2.18739,-0.5,0.24
-4.8,IRPM.284,8.019013072839493e-8,1.66498,0.7588,0.24
-4.8,IRPM.169,9.840600678567242e-8,2.18909,-0.4938,0.24
-4.8,IRPM.446,9.733910626634511e-8,2.18076,-0.4766,0.24
-4.8,IRPM.470,9.559801088418387e-8,2.27749,-0.6372,0.24
-4.8,IRPM.25,8.573794261970859e-8,2.21221,-0.5029,0.24
-4.8,IRPM.414,7.655346017458769e-8,2.06516,-0.2028,0.24
-4.8,IRPM.494,6.927657984961431e-8,1.9482,0.0689,0.24
-4.8,IRPM.485,7.714938375854231e-8,2.23873,-0.5249,0.24
-4.8,IRPM.128,7.225265477782282e-8,2.11548,-0.2871,0.24
-4.8,IRPM.86,6.721261170812914e-8,1.95024,0.0721,0.24
-4.8,IRPM.265,6.871635818420803e-8,2.05649,-0.1592,0.24
-4.8,IRPM.255,6.046216307009996e-8,1.84229,0.3554,0.24
-4.8,IRPM.308,5.983798466396454e-8,1.89771,0.2232,0.24
-4.8,IRPM.182,6.734104773539007e-8,2.21153,-0.4471,0.24
-4.8,IRPM.342,5.8162964309370953e-8,2.02878,-0.0614,0.24
-4.8,IRPM.254,5.376651583258174e-8,1.92083,0.1969,0.24
-4.8,IRPM.126,5.611184353718695e-8,2.0332,-0.0618,0.24
-4.8,IRPM.56,5.6651393524615605e-8,2.22003,-0.4231,0.24
-4.8,IRPM.450,5.156329766850048e-8,2.08947,-0.1561,0.24
-4.8,IRPM.371,4.923997198444914e-8,1.97608,0.0938,0.24
-4.8,IRPM.303,5.5721851948306334e-8,2.33206,-0.6087,0.24
-4.8,IRPM.353,4.542432128445399e-8,2.05088,-0.0469,0.24
-4.8,IRPM.157,3.604296178209678e-8,2.03286,0.0478,0.24
-4.8,IRPM.386,3.8993005959106056e-8,2.23006,-0.357,0.24
-4.8,IRPM.155,3.404909982721838e-8,2.00821,0.1154,0.24
-4.8,IRPM.324,3.6731635071569785e-8,2.23737,-0.3567,0.24
-4.8,IRPM.218,3.206400320081092e-8,1.95075,0.2607,0.24
-4.8,IRPM.41,3.595389821769867e-8,2.25488,-0.383,0.24
-4.8,IRPM.365,3.5737485182294556e-8,2.29177,-0.4457,0.24
-4.8,IRPM.5,3.224834305699001e-8,2.26049,-0.3688,0.24
-4.8,IRPM.96,3.177641762442237e-8,2.2321,-0.3148,0.24
-4.8,IRPM.432,2.8839194820919626e-8,2.38119,-0.5481,0.24
-4.8,IRPM.495,2.3434516185260468e-8,2.15832,-0.1065,0.24
-4.8,IRPM.361,2.2814856384464933e-8,2.14914,-0.0822,0.24
-4.8,IRPM.188,2.2260061570859928e-8,2.22122,-0.2149,0.24
-4.8,IRPM.356,2.2359180304134594e-8,2.29687,-0.3523,0.24
-4.8,IRPM.160,1.9291090386810287e-8,2.06329,0.135,0.24
-4.8,IRPM.390,1.9357901222128844e-8,2.09627,0.0641,0.24
-4.8,IRPM.38,1.9328669527722597e-8,2.16512,-0.0753,0.24
-4.8,IRPM.184,1.8008383740685123e-8,2.13656,-0.0018,0.24
-4.8,IRPM.178,1.628275314013507e-8,2.13214,0.0308,0.24
-4.8,IRPM.229,1.915872735029021e-8,2.58128,-0.7672,0.24
-4.8,IRPM.301,1.4252402773425991e-8,1.92729,0.5264,0.24
-4.8,IRPM.97,1.516652903566541e-8,2.1097,0.094,0.24
-4.8,IRPM.104,1.3886044462250012e-8,2.00719,0.3411,0.24
-4.8,IRPM.272,1.659141582844472e-8,2.58774,-0.7485,0.24
-4.8,IRPM.373,1.6292466785598813e-8,2.61698,-0.786,0.24
-4.8,IRPM.216,1.3722273657120146e-8,2.2134,-0.091,0.24
-4.8,IRPM.409,1.51260451565444e-8,2.48234,-0.5746,0.24
-4.8,IRPM.291,1.4687888970425239e-8,2.47112,-0.5513,0.24
-4.8,IRPM.270,1.145759060182209e-8,1.99223,0.4242,0.24
-4.8,IRPM.50,1.2747654599911818e-8,2.39479,-0.3994,0.24
-4.8,IRPM.149,1.1341337091145672e-8,2.13758,0.1043,0.24
-4.8,IRPM.112,1.2019116133380998e-8,2.45599,-0.4868,0.24
-4.8,IRPM.332,9.886255807152593e-9,2.00073,0.441,0.24
-4.8,IRPM.385,1.0448712735290614e-8,2.27137,-0.1398,0.24
-4.8,IRPM.466,1.141157716837547e-8,2.54932,-0.6199,0.24
-4.8,IRPM.135,1.0775579482562818e-8,2.41485,-0.3977,0.24
-4.8,IRPM.221,1.1838216335967804e-8,2.65013,-0.7712,0.24
-4.8,IRPM.299,9.784366481344011e-9,2.23907,-0.0643,0.24
-4.8,IRPM.367,1.0312664642038543e-8,2.42845,-0.411,0.24
-4.8,IRPM.277,7.961695245931611e-9,2.05768,0.3622,0.24
-4.8,IRPM.109,7.87827907011073e-9,2.17787,0.1058,0.24
-4.8,IRPM.294,8.030804244662042e-9,2.22904,-0.0007,0.24
-4.8,IRPM.175,8.050814294868483e-9,2.29296,-0.1227,0.24
-4.8,IRPM.252,9.220209622421228e-9,2.66407,-0.7434,0.24
-4.8,IRPM.280,8.910419297317513e-9,2.58264,-0.6209,0.24
-4.8,IRPM.387,7.897970106852944e-9,2.35892,-0.2374,0.24
-4.8,IRPM.220,7.327681728941797e-9,2.2253,0.0272,0.24
-4.8,IRPM.320,7.0490595516430776e-9,2.15203,0.185,0.24
-4.8,IRPM.64,7.532782341323315e-9,2.48625,-0.4404,0.24
-4.8,IRPM.12,7.3950772738852555e-9,2.72595,-0.7866,0.24
-4.8,IRPM.44,6.584472535398733e-9,2.44562,-0.3472,0.24
-4.8,IRPM.217,6.732184974431675e-9,2.52569,-0.48,0.24
-4.8,IRPM.328,5.7202112417156964e-9,2.33784,-0.1311,0.24
-4.8,IRPM.189,5.650877291515243e-9,2.47197,-0.3594,0.24
-4.8,IRPM.110,4.863942068231623e-9,2.45412,-0.2995,0.24
-4.8,IRPM.260,5.046960773344592e-9,2.78698,-0.798,0.24
-4.8,IRPM.33,4.359899676528046e-9,2.67223,-0.6145,0.24
-4.8,IRPM.138,3.6253769070046626e-9,2.33002,-0.019,0.24
-4.8,IRPM.357,3.1703280656082736e-9,2.12687,0.4263,0.24
-4.8,IRPM.459,3.483739426192559e-9,2.43457,-0.1981,0.24
-4.8,IRPM.133,3.5492659232057936e-9,2.48404,-0.2854,0.24
-4.8,IRPM.312,2.8310635376238492e-9,2.17447,0.3481,0.24
-4.8,IRPM.378,2.4740007667298914e-9,1.88649,1.0944,0.24
-4.8,IRPM.132,2.9297973909432937e-9,2.34158,0.005,0.24
-4.8,IRPM.374,2.8005950061955332e-9,2.44596,-0.173,0.24
-4.8,IRPM.366,1.7291876926716577e-9,2.6503,-0.4085,0.24
-4.8,IRPM.417,1.6106791406859846e-9,2.65676,-0.4049,0.24
-4.8,IRPM.447,1.5655146433716516e-9,2.59539,-0.3045,0.24
-4.8,IRPM.343,1.336076156318676e-9,2.31421,0.2264,0.24
-4.8,IRPM.460,9.729158497493377e-10,1.97744,1.0831,0.24
-4.8,IRPM.434,1.1575536913920071e-9,2.76896,-0.5084,0.24
-4.8,IRPM.238,9.337069168548643e-10,2.24315,0.4516,0.24
-4.8,IRPM.449,8.457389500733693e-10,2.36861,0.2173,0.24
-4.8,IRPM.297,7.820818728291527e-10,2.39394,0.185,0.24
-4.8,IRPM.451,7.368580713474927e-10,2.77967,-0.4423,0.24
-4.8,IRPM.278,7.323372604055755e-10,2.93165,-0.649,0.24
-4.8,IRPM.202,6.540823969728191e-10,2.85039,-0.5207,0.24
-4.8,IRPM.142,5.251193325884454e-10,2.48982,0.0888,0.24
-4.8,IRPM.262,3.038996745286528e-10,2.28157,0.6166,0.24
-4.8,IRPM.244,2.8485997420624553e-10,2.78171,-0.2744,0.24
-4.8,IRPM.319,2.1407612105157598e-10,2.35824,0.5288,0.24
-4.8,IRPM.293,2.0428808222653291e-10,2.59454,0.0893,0.24
-4.8,IRPM.370,2.193850566976379e-10,2.77831,-0.2223,0.24
-4.8,IRPM.253,1.382968244009949e-10,2.84495,-0.2401,0.24
-4.8,IRPM.468,5.8091681263848783e-11,2.96718,-0.2676,0.24
-4.8,IRPM.487,9.641735455340159e-12,3.18342,-0.2713,0.24
-4.75,IRPM.382,0.0006141956103708212,0.91307,-0.2215,0.24
-4.75,IRPM.444,0.0005091796099814943,1.16807,-0.9069,0.24
-4.75,IRPM.496,0.00039159680961724745,1.1968,-0.865,0.24
-4.75,IRPM.232,0.00019324826567607812,1.09633,-0.2606,0.24
-4.75,IRPM.489,0.00012564305019500778,1.3192,-0.71,0.24
-4.75,IRPM.269,0.00012431073817695463,1.32328,-0.716,0.24
-4.75,IRPM.376,0.00010230033116684946,1.51538,-1.0716,0.24
-4.75,IRPM.99,0.00007437847428843887,1.46846,-0.866,0.24
-4.75,IRPM.439,0.00006086702643577972,1.17623,-0.0056,0.24
-4.75,IRPM.85,0.00007051733740591201,1.49583,-0.9066,0.24
-4.75,IRPM.129,0.000055063427066688496,1.12557,0.2134,0.24
-4.75,IRPM.156,0.00006055475314688713,1.43293,-0.7145,0.24
-4.75,IRPM.59,0.00005226432453044118,1.42511,-0.6441,0.24
-4.75,IRPM.354,0.00005423738044629227,1.67093,-1.1633,0.24
-4.75,IRPM.143,0.00004530431343115268,1.3243,-0.333,0.24
-4.75,IRPM.307,0.00003573162938315208,1.2631,-0.062,0.24
-4.75,IRPM.503,0.000032172475999905287,1.14648,0.3758,0.24
-4.75,IRPM.286,0.00003264190703522204,1.258,-0.01,0.24
-4.75,IRPM.465,0.000033675286303764745,1.34198,-0.2698,0.24
-4.75,IRPM.196,0.000033377643325610674,1.37751,-0.363,0.24
-4.75,IRPM.145,0.000030406304618419024,1.47815,-0.5819,0.24
-4.75,IRPM.429,0.00003056126193794222,1.5878,-0.826,0.24
-4.75,IRPM.488,0.000030250895277772425,1.73706,-1.1082,0.24
-4.75,IRPM.226,0.000020830368520580675,1.12217,0.6628,0.24
-4.75,IRPM.32,0.000023342111257206028,1.40777,-0.3139,0.24
-4.75,IRPM.477,0.000021206616782815837,1.32804,-0.0554,0.24
-4.75,IRPM.401,0.00002133881716473397,1.40267,-0.2682,0.24
-4.75,IRPM.482,0.000017817378411463466,1.24338,0.2814,0.24
-4.75,IRPM.207,0.0000187836811359951,1.36238,-0.1101,0.24
-4.75,IRPM.176,0.000019863956821374704,1.49719,-0.4833,0.24
-4.75,IRPM.103,0.00001950314587508019,1.53085,-0.5565,0.24
-4.75,IRPM.268,0.000017898312007507033,1.428,-0.2732,0.24
-4.75,IRPM.212,0.000017895835981242897,1.43616,-0.2946,0.24
-4.75,IRPM.43,0.00001680649479483077,1.33926,-0.0011,0.24
-4.75,IRPM.4,0.000019256583977720846,1.64373,-0.7971,0.24
-4.75,IRPM.393,0.0000191246990757545,1.6456,-0.7988,0.24
-4.75,IRPM.101,0.000013856568695425892,1.04312,1.1992,0.24
-4.75,IRPM.73,0.000017479387114325387,1.54972,-0.5641,0.24
-4.75,IRPM.410,0.000015908635307078444,1.48172,-0.3705,0.24
-4.75,IRPM.276,0.000013653938054818768,1.3107,0.1655,0.24
-4.75,IRPM.159,0.00001579170994544043,1.60854,-0.6622,0.24
-4.75,IRPM.404,0.000014931944612040274,1.53646,-0.4821,0.24
-4.75,IRPM.249,0.0000157770201669128,1.72499,-0.8972,0.24
-4.75,IRPM.125,0.00001400604007491624,1.57862,-0.5585,0.24
-4.75,IRPM.355,0.000013611393505709434,1.54496,-0.4719,0.24
-4.75,IRPM.3,0.000014842671371928567,1.73706,-0.9023,0.24
-4.75,IRPM.146,0.000011693094721860578,1.35507,0.0867,0.24
-4.75,IRPM.436,0.000012112084378278553,1.48274,-0.2807,0.24
-4.75,IRPM.116,0.00001044887068722282,1.20683,0.6312,0.24
-4.75,IRPM.8,0.000013282232007311404,1.72006,-0.8376,0.24
-4.75,IRPM.204,0.000011397121648712907,1.52405,-0.3637,0.24
-4.75,IRPM.106,0.000010618821775228699,1.39519,0.0033,0.24
-4.75,IRPM.309,0.000012250881936950592,1.7102,-0.7947,0.24
-4.75,IRPM.375,0.000012392947026601774,1.73383,-0.844,0.24
-4.75,IRPM.491,0.000011406813812555042,1.61602,-0.5772,0.24
-4.75,IRPM.399,0.000008978842640201045,1.16433,0.8621,0.24
-4.75,IRPM.394,0.000009991846357096872,1.44517,-0.1155,0.24
-4.75,IRPM.18,0.000008321539357535682,1.1815,0.8253,0.24
-4.75,IRPM.83,0.00000959529091626557,1.48733,-0.2138,0.24
-4.75,IRPM.412,0.000009538391616785498,1.48614,-0.2087,0.24
-4.75,IRPM.235,0.000009795802160406547,1.58695,-0.4641,0.24
-4.75,IRPM.475,0.000008229886551901477,1.2818,0.4572,0.24
-4.75,IRPM.20,0.00000924230150400563,1.5997,-0.475,0.24
-4.75,IRPM.246,0.000008751965706684761,1.60803,-0.4769,0.24
-4.75,IRPM.183,0.000008389532838909241,1.55584,-0.3412,0.24
-4.75,IRPM.48,0.000008752892421422009,1.6422,-0.553,0.24
-4.75,IRPM.347,0.000007224521830611495,1.47237,-0.0779,0.24
-4.75,IRPM.108,0.000008037727985106612,1.70357,-0.6575,0.24
-4.75,IRPM.227,0.000006958599402630799,1.55295,-0.2738,0.24
-4.75,IRPM.185,0.0000060952963715859736,1.3073,0.486,0.24
-4.75,IRPM.208,0.000007338695045799366,1.69592,-0.6148,0.24
-4.75,IRPM.214,0.0000058695416020127294,1.28248,0.5871,0.24
-4.75,IRPM.405,0.000006429278937508975,1.4756,-0.047,0.24
-4.75,IRPM.287,0.000006461153467108723,1.50042,-0.1153,0.24
-4.75,IRPM.349,0.0000064466818659887714,1.50059,-0.115,0.24
-4.75,IRPM.368,0.000007358621641939007,1.80999,-0.8401,0.24
-4.75,IRPM.392,0.00000668799391083907,1.64951,-0.4871,0.24
-4.75,IRPM.339,0.000006088396195299157,1.57165,-0.2768,0.24
-4.75,IRPM.501,0.000005407886657180855,1.36493,0.3406,0.24
-4.75,IRPM.435,0.000005911059598320926,1.63319,-0.4127,0.24
-4.75,IRPM.258,0.000005734986459690453,1.5929,-0.3092,0.24
-4.75,IRPM.30,0.000005061803777814959,1.34334,0.4352,0.24
-4.75,IRPM.247,0.000005577093237532549,1.6014,-0.3207,0.24
-4.75,IRPM.316,0.000005781788378552996,1.73893,-0.6339,0.24
-4.75,IRPM.472,0.00000462362631759408,1.39808,0.2933,0.24
-4.75,IRPM.161,0.000004433011008993418,1.38142,0.3607,0.24
-4.75,IRPM.500,0.000004791584933873104,1.632,-0.3455,0.24
-4.75,IRPM.192,0.000004490804577129883,1.50722,-0.0122,0.24
-4.75,IRPM.506,0.000005106039738556248,1.83158,-0.7797,0.24
-4.75,IRPM.55,0.000003964789770077568,1.4586,0.166,0.24
-4.75,IRPM.275,0.000004265237309605761,1.71768,-0.5014,0.24
-4.75,IRPM.469,0.000004091692420351666,1.65512,-0.3507,0.24
-4.75,IRPM.7,0.0000034492994065203056,1.65104,-0.2895,0.24
-4.75,IRPM.89,0.000003394282363404514,1.74165,-0.4862,0.24
-4.75,IRPM.198,0.0000037117701320907814,1.99291,-0.9785,0.24
-4.75,IRPM.327,0.000002928936973500076,1.56723,-0.032,0.24
-4.75,IRPM.416,0.000003256613750935801,1.87918,-0.7467,0.24
-4.75,IRPM.92,0.000002748554760350207,1.54751,0.0405,0.24
-4.75,IRPM.94,0.0000028237494520068415,1.69371,-0.3276,0.24
-4.75,IRPM.256,0.0000025593737873405618,1.50331,0.1858,0.24
-4.75,IRPM.263,0.000002870645037823533,1.74641,-0.4482,0.24
-4.75,IRPM.80,0.000002917838837463717,1.90417,-0.7634,0.24
-4.75,IRPM.425,0.0000025457886734107925,1.78585,-0.497,0.24
-4.75,IRPM.400,0.000002057978278845006,1.38108,0.6402,0.24
-4.75,IRPM.359,0.0000022378731350849395,1.58219,0.0146,0.24
-4.75,IRPM.151,0.0000025261340329271284,1.87578,-0.6726,0.24
-4.75,IRPM.165,0.0000022338298156062197,1.63727,-0.1242,0.24
-4.75,IRPM.120,0.000002156725748516846,1.56791,0.064,0.24
-4.75,IRPM.453,0.000002491987965477189,1.87765,-0.6725,0.24
-4.75,IRPM.45,0.0000019766516067484066,1.45843,0.4056,0.24
-4.75,IRPM.118,0.0000018597605558080137,1.34623,0.7984,0.24
-4.75,IRPM.408,0.0000021307363370667167,1.62418,-0.0773,0.24
-4.75,IRPM.49,0.0000020051969601708447,1.51725,0.2271,0.24
-4.75,IRPM.77,0.000002546822056372996,2.04289,-0.9663,0.24
-4.75,IRPM.445,0.0000016277698442126012,1.24032,1.2598,0.24
-4.75,IRPM.69,0.0000019486344199003383,1.73519,-0.3123,0.24
-4.75,IRPM.251,0.000001724624423184915,1.65257,-0.083,0.24
-4.75,IRPM.289,0.0000018321760649305807,1.77956,-0.3914,0.24
-4.75,IRPM.240,0.0000016123117107039531,1.5606,0.1769,0.24
-4.75,IRPM.231,0.0000015971960013672764,1.55448,0.1968,0.24
-4.75,IRPM.352,0.0000016321282721623458,1.615,0.0284,0.24
-4.75,IRPM.213,0.0000014654987686026694,1.4093,0.6673,0.24
-4.75,IRPM.336,0.0000016489902520436226,1.67059,-0.1134,0.24
-4.75,IRPM.29,0.000001624543766085682,1.77837,-0.355,0.24
-4.75,IRPM.438,0.0000015289322114384786,1.68844,-0.1337,0.24
-4.75,IRPM.430,0.0000017135556395728953,1.96401,-0.7334,0.24
-4.75,IRPM.290,0.0000018684474402639091,2.15509,-1.0665,0.24
-4.75,IRPM.443,0.0000017759009461630287,2.09372,-0.9602,0.24
-4.75,IRPM.219,0.0000014726144998310762,1.72295,-0.2035,0.24
-4.75,IRPM.259,0.000001471384940664882,1.7221,-0.2013,0.24
-4.75,IRPM.403,0.000001603683852474041,1.904,-0.6057,0.24
-4.75,IRPM.171,0.000001560357558503838,1.8513,-0.4955,0.24
-4.75,IRPM.479,0.0000014951106271964502,1.79741,-0.3725,0.24
-4.75,IRPM.457,0.0000014084648029475946,1.76681,-0.2895,0.24
-4.75,IRPM.230,0.0000013700795796545398,1.72108,-0.1782,0.24
-4.75,IRPM.237,0.0000010596883218934087,1.27687,1.2789,0.24
-4.75,IRPM.420,0.0000013285129664197977,1.82648,-0.401,0.24
-4.75,IRPM.6,0.0000014464111405477792,2.09015,-0.9054,0.24
-4.75,IRPM.426,0.0000011173402513028343,1.6201,0.1324,0.24
-4.75,IRPM.127,0.000001226816942913617,1.83566,-0.3983,0.24
-4.75,IRPM.147,0.0000011355874210956603,1.77701,-0.2512,0.24
-4.75,IRPM.454,0.0000011336679187952476,1.77718,-0.2511,0.24
-4.75,IRPM.311,0.0000010067022292113156,1.69354,-0.0223,0.24
-4.75,IRPM.141,0.0000011418311882662393,1.9516,-0.607,0.24
-4.75,IRPM.379,0.0000010214709606828286,1.79129,-0.253,0.24
-4.75,IRPM.292,8.379603135987067e-7,1.60684,0.2572,0.24
-4.75,IRPM.16,9.4401487189662e-7,1.96639,-0.5859,0.24
-4.75,IRPM.186,0.000001010862550210134,2.10698,-0.8472,0.24
-4.75,IRPM.271,7.66416612959473e-7,1.62435,0.2374,0.24
-4.75,IRPM.493,9.128932286515132e-7,2.09406,-0.8017,0.24
-4.75,IRPM.241,7.378200505751135e-7,1.72737,-0.0134,0.24
-4.75,IRPM.9,8.573222935963738e-7,2.04459,-0.7025,0.24
-4.75,IRPM.158,7.987803819379098e-7,1.91726,-0.4488,0.24
-4.75,IRPM.76,7.408355753215002e-7,1.77412,-0.1243,0.24
-4.75,IRPM.144,7.899948070369822e-7,1.90842,-0.4284,0.24
-4.75,IRPM.486,8.133245135645908e-7,2.0298,-0.6636,0.24
-4.75,IRPM.17,8.793212119572388e-7,2.21731,-0.9869,0.24
-4.75,IRPM.23,7.196925762163138e-7,1.91641,-0.4199,0.24
-4.75,IRPM.242,6.525688336693904e-7,1.73859,-0.0049,0.24
-4.75,IRPM.452,7.089455088143483e-7,1.95041,-0.4825,0.24
-4.75,IRPM.288,7.217512622091687e-7,2.02062,-0.6177,0.24
-4.75,IRPM.285,6.281969774875294e-7,1.81475,-0.1699,0.24
-4.75,IRPM.321,6.447975303833079e-7,1.86745,-0.2908,0.24
-4.75,IRPM.181,6.718753621543044e-7,1.96452,-0.4958,0.24
-4.75,IRPM.225,5.587444408720431e-7,1.60514,0.3882,0.24
-4.75,IRPM.115,5.609816204756388e-7,1.68946,0.1609,0.24
-4.75,IRPM.402,6.580128359412656e-7,2.01297,-0.5809,0.24
-4.75,IRPM.107,5.220885877932526e-7,1.64866,0.2894,0.24
-4.75,IRPM.72,5.217477547898337e-7,1.7272,0.0874,0.24
-4.75,IRPM.498,5.117064576573973e-7,1.69286,0.1794,0.24
-4.75,IRPM.58,6.060569300342884e-7,2.03558,-0.6015,0.24
-4.75,IRPM.87,5.704443910342992e-7,1.9669,-0.4587,0.24
-4.75,IRPM.315,5.023992306371004e-7,1.94633,-0.3861,0.24
-4.75,IRPM.27,5.298522577013931e-7,2.07995,-0.6473,0.24
-4.75,IRPM.211,5.224674522548315e-7,2.10137,-0.6809,0.24
-4.75,IRPM.174,4.793348128330141e-7,1.93579,-0.353,0.24
-4.75,IRPM.329,4.347598827671188e-7,1.76545,0.0467,0.24
-4.75,IRPM.419,4.212408854288936e-7,1.71666,0.1759,0.24
-4.75,IRPM.62,4.401283735822705e-7,1.80931,-0.0594,0.24
-4.75,IRPM.480,4.3069046479825924e-7,1.76698,0.0457,0.24
-4.75,IRPM.236,3.801290158837843e-7,1.56485,0.6274,0.24
-4.75,IRPM.497,4.3347725639757534e-7,1.84858,-0.1433,0.24
-4.75,IRPM.302,4.175696583583774e-7,1.80659,-0.0386,0.24
-4.75,IRPM.31,4.4220344784693595e-7,2.03966,-0.5315,0.24
-4.75,IRPM.322,3.354278726484591e-7,1.5113,0.8363,0.24
-4.75,IRPM.340,3.971417614995582e-7,1.92253,-0.2773,0.24
-4.75,IRPM.456,3.631956093518296e-7,1.80081,0.0135,0.24
-4.75,IRPM.98,4.3215063798564163e-7,2.159,-0.733,0.24
-4.75,IRPM.203,3.995794456200507e-7,2.02963,-0.4881,0.24
-4.75,IRPM.190,3.690194476561535e-7,1.88887,-0.1875,0.24
-4.75,IRPM.93,4.0071440902869557e-7,2.06839,-0.5595,0.24
-4.75,IRPM.333,3.9715197971650275e-7,2.06703,-0.5549,0.24
-4.75,IRPM.473,3.648043828606871e-7,1.91046,-0.2301,0.24
-4.75,IRPM.326,3.5996787897054935e-7,1.92916,-0.2654,0.24
-4.75,IRPM.95,4.424191940768806e-7,2.37252,-1.0597,0.24
-4.75,IRPM.338,3.175476927220602e-7,1.73791,0.2041,0.24
